split_1	split_2	split_3
14389	25059	12943
14392	26158	44594
14393	39262	21280
14395	35978	20206
14396	29884	48371
14397	37898	30343
14398	25657	27395
14399	35821	37144
14400	7363	8589
14403	9524	6507
14404	23850	17262
14405	48744	24808
14407	26719	38960
14409	21878	36608
14412	41688	37674
14413	7458	12180
14414	6715	37298
14415	21589	40040
14416	45855	29272
14418	382	44370
14420	46592	11258
14422	47994	29826
14426	2037	29721
14427	1207	21364
14428	29124	5840
14430	22779	14116
14435	35086	31972
14436	15059	22306
14437	47453	3029
14439	22246	47190
14440	31668	4310
14441	42472	10027
14443	12776	5501
14444	16280	35623
14450	42681	49293
14451	21125	14096
14453	7134	37404
14454	40750	31234
14457	45426	15900
14459	23617	19296
14460	1778	41252
14461	12546	43500
14465	44583	28522
14467	2114	36237
14474	7967	12332
14478	8966	35097
14480	10316	23428
14482	44916	38768
14484	16173	39557
14485	21904	38683
14486	11029	43256
14487	16795	16466
14489	43480	18093
14490	29846	47926
14491	13166	39435
14494	41235	3255
14497	10913	6755
14498	11804	20191
14499	35546	31601
14505	14917	39611
14507	18612	29209
14508	49772	35845
14509	1973	43982
14510	24419	24921
14511	3307	44555
14512	45990	24714
14515	23424	29318
14516	17881	5437
14517	24374	27125
14519	49341	31531
14521	41269	40060
14522	30222	35560
14527	46884	20217
14528	37083	43411
14530	31889	7622
14531	32362	44368
14535	8907	49761
14536	1568	19409
14537	37139	21116
14538	2995	28693
14542	4436	42405
14549	1772	36395
14550	18925	41603
14551	47585	46581
14552	9379	27508
14553	23126	4824
14555	34483	42949
14556	21245	3938
14557	28700	47262
14558	19604	15863
14559	48206	14057
14565	48516	33571
14568	4325	25516
14573	25145	49810
14575	20499	9887
14578	48898	6686
14580	22818	14887
14581	16700	14802
14591	26359	1263
14593	31637	16794
14596	12310	46293
14597	37875	649
14598	38871	41717
14604	41876	25566
14605	32365	7743
14610	19990	43679
14611	8645	15216
14614	44074	49520
14615	17842	36390
14616	45477	667
14618	8692	32221
14620	908	1672
14622	13193	40425
14623	1099	31766
14625	8782	20091
14627	42679	30916
14628	41188	34770
14629	41918	23514
14630	33917	21187
14631	20670	21757
14635	17647	40922
14636	2024	34759
14638	1431	28400
14639	19334	6726
14640	13355	19429
14641	1365	26118
14642	8169	1190
14643	14982	32999
14646	8531	32498
14647	21389	34775
14654	48615	21223
14657	48197	48496
14658	31055	31245
14659	26704	9914
14660	452	13879
14661	3697	46208
14662	47674	24197
14667	11913	8700
14668	32119	10712
14669	32382	25552
14670	10742	44557
14671	25328	38862
14672	24740	16120
14673	4537	38002
14674	2762	2628
14675	32312	39221
14676	29101	24417
14677	21335	16212
14679	4820	39747
14680	48840	36360
14684	45927	18806
14685	46451	4184
14688	10730	41801
14691	29843	41133
14692	16522	39425
14693	11722	20578
14694	6077	42887
14696	22650	8095
14697	47580	4019
14702	20632	17732
14703	21101	48817
14705	48038	45087
14708	26777	38771
14712	28669	17791
14715	10199	30215
14717	1375	45454
14720	3045	18025
14722	49822	6020
14725	26156	46147
14726	40812	29589
14730	4424	5964
14732	3308	39604
14734	14710	44128
14735	43665	46430
14736	32649	40248
14737	27357	31397
14739	30550	30122
14740	16049	49940
14743	34633	24470
14745	3982	17579
14746	39744	20890
14748	6168	25319
14750	49301	38741
14752	28789	34981
14753	12597	20226
14754	34477	44521
14756	41696	26505
14757	26603	27622
14758	6678	14999
14760	4901	1545
14764	19561	32636
14766	38388	41431
14770	47553	49563
14772	32256	33930
14774	80	16171
14777	40235	674
14780	24043	48343
14781	43192	1169
14782	47583	26454
14783	45447	42282
14786	19982	13093
14787	22415	16261
14788	24509	28115
14791	13173	19699
14793	24007	37868
14795	5822	30651
14796	41903	12725
14797	41171	31914
14800	44797	32006
14801	26088	43311
14802	33648	38629
14804	46984	34613
14805	24945	30236
14808	26711	8568
14809	8515	30646
14811	38736	3821
14815	41699	45257
14816	24946	7246
14819	30720	8794
14821	11618	43975
14824	6411	39369
14826	41904	42696
14827	49580	8206
14829	9179	46524
14832	23915	36991
14833	39962	47929
14834	31871	20070
14837	21541	40800
14840	43549	2936
14842	42087	8824
14844	22869	34351
14845	48515	38690
14847	12031	10855
14848	41324	41725
14850	27673	30371
14853	511	43517
14856	47396	29300
14858	29258	11296
14860	18885	32129
14861	3067	23683
14863	36648	38330
14868	16009	45941
14870	37599	20288
14872	16579	5736
14873	25536	16706
14875	35071	14608
14877	2563	32680
14878	27873	46688
14879	45763	31726
14882	14565	43736
14884	41043	19596
14887	6828	46132
14888	42544	22081
14889	12883	17675
14890	47897	38979
14891	27032	23278
14893	36322	29282
14898	32827	21839
14899	3603	36972
14901	34254	27099
14902	30124	43537
14904	29949	4524
14906	34449	21184
14907	28826	9532
14910	46272	557
14911	28726	11461
14913	49868	5528
14915	21862	39413
14917	6258	48836
14921	18907	28443
14922	3392	20465
14923	7091	42594
14926	29585	1802
14927	29281	35793
14928	35322	39563
14930	36502	32090
14931	11756	36264
14932	3743	36750
14933	34942	38617
14934	35834	22768
14935	37177	4512
14939	44042	46920
14940	26713	34857
14943	15306	12915
14947	18032	44249
14948	24677	1154
14949	3147	2345
14952	13928	13842
14953	17351	28617
14954	46597	8914
14955	35311	24843
14958	31972	21130
14959	30937	2410
14960	2846	40298
14962	8588	9038
14963	38183	41367
14964	11577	5583
14966	40307	47519
14967	45999	38784
14969	45170	49774
14971	32361	15533
14972	24014	21740
14974	12175	19519
14975	21849	9219
14977	14263	40934
14978	29697	20852
14981	18721	26575
14983	38749	17474
14986	47778	49827
14987	35742	11861
14988	14845	2379
14989	29377	7769
14992	4011	5917
14994	38864	38105
14998	26526	46328
15000	32607	8160
15001	3080	35785
15005	19997	31049
15006	9494	27576
15007	25024	47456
15008	29566	13396
15009	14847	43160
15011	10329	1377
15014	28967	45234
15015	18226	7900
15019	11247	31066
15020	29236	43232
15021	14227	45653
15023	46239	677
15025	3587	33630
15026	40477	8210
15027	8716	37033
15029	35532	30151
15031	33942	6673
15034	13714	27260
15035	14011	13965
15036	23955	31569
15037	48645	21583
15039	6310	23871
15041	13175	1991
15046	25053	5084
15047	47614	7296
15049	1362	15511
15053	28827	44549
15054	28154	9577
15058	40939	32191
15063	39548	42558
15065	11390	25801
15066	11842	9930
15068	10761	24020
15069	42123	45699
15071	35268	13315
15072	45541	43929
15074	38137	41977
15075	5768	49885
15076	33356	5547
15077	10471	49923
15079	1162	47307
15080	30472	2172
15081	40468	36423
15082	18967	40247
15083	20748	21323
15084	11777	15577
15087	8269	40901
15091	33798	43598
15092	45894	11968
15093	48089	7625
15096	43405	3693
15097	1946	49794
15100	43055	33234
15103	27828	27218
15104	44845	4192
15106	24442	33750
15109	17558	22727
15110	38114	32564
15113	42976	15260
15114	26912	41412
15115	42019	47369
15120	16489	14163
15128	32769	24287
15129	7580	1053
15134	35454	21427
15139	46065	28582
15141	7749	29585
15142	5813	20336
15143	8990	10252
15144	49377	4149
15145	33796	36667
15146	37198	14187
15149	2051	45506
15154	42711	17994
15157	45351	14628
15159	5845	27280
15160	8013	48461
15161	16835	33426
15162	8544	33904
15164	47446	14384
15166	6105	43751
15169	17742	16449
15170	4190	29946
15172	19279	27196
15173	29634	41139
15176	3794	29754
15182	44691	37537
15183	21930	44993
15184	38335	28245
15186	18458	26608
15187	4825	4468
15189	15603	43084
15191	20804	18212
15193	1425	46841
15196	41149	778
15197	44019	5445
15198	22079	15250
15205	5696	40014
15206	17187	17649
15208	24206	12212
15211	38201	45522
15213	47046	36207
15214	16099	1687
15217	9335	26479
15221	22814	26620
15228	33582	20443
15230	34513	47244
15231	24182	46626
15235	11922	31546
15241	8830	45750
15244	24122	12303
15245	3344	13270
15247	8234	21363
15248	46825	14055
15251	999	11448
15252	41569	13254
15254	32581	43205
15256	9645	6538
15257	47709	16759
15258	38641	5633
15259	42577	19185
15260	20716	3688
15261	592	36880
15262	14307	49390
15265	42106	10978
15267	3269	43678
15270	35480	43305
15271	48985	3715
15272	45989	48623
15273	42888	2372
15274	42760	12597
15277	25392	25604
15279	7695	1081
15282	20064	10959
15283	2664	37134
15284	15906	27005
15285	46060	17106
15286	37298	10520
15287	17944	5003
15290	31800	7766
15291	27546	37182
15293	41902	33250
15294	14356	5287
15299	34020	27628
15302	27512	12177
15304	38256	18391
15305	39462	2821
15307	47716	5390
15311	10970	48188
15312	32787	10645
15313	31485	11165
15314	6017	19001
15315	31655	17949
15316	10151	26540
15318	12374	30836
15320	4416	41326
15323	3123	1040
15324	27850	20553
15326	22757	25460
15331	48866	43515
15332	11396	10787
15334	47642	44309
15338	37822	13203
15339	25431	38841
15341	24392	33657
15342	8915	3899
15344	2278	32335
15346	46809	19698
15351	17308	33956
15352	27990	29600
15355	43450	44082
15359	30418	25301
15361	13155	22644
15362	30021	21490
15363	33323	18791
15364	1926	32363
15367	37771	3865
15372	35065	16864
15376	20200	15973
15377	14755	2715
15379	30516	27633
15380	37980	14849
15382	17006	43408
15384	34533	34887
15385	23299	17671
15388	16593	20742
15391	27105	47453
15393	40290	6828
15396	12731	10962
15397	19090	11614
15398	26369	37768
15400	14328	17011
15401	28119	11259
15403	39454	32873
15406	43030	2189
15407	41310	22756
15408	8137	38647
15410	6920	22616
15412	24367	27588
15413	8612	34072
15417	12905	15428
15420	34505	15444
15423	35409	35042
15425	20572	8219
15426	6559	3589
15427	33320	12192
15429	44243	11662
15430	41927	9225
15431	35555	4466
15433	41640	43057
15435	40093	3675
15438	5503	4322
15440	33803	12148
15445	4471	39039
15446	47736	19017
15447	30692	24664
15448	42921	38570
15453	4592	5765
15454	22494	10391
15457	20845	44010
15459	8889	26883
15460	18777	29044
15461	43670	44644
15464	22557	46904
15466	7198	41790
15467	19465	5078
15469	41231	10491
15470	30066	42086
15471	49567	41143
15472	17559	4953
15473	11982	41411
15474	3908	44541
15476	33779	1397
15477	23145	12451
15478	40827	13762
15479	29604	13695
15480	29357	12938
15481	489	7152
15482	26890	23008
15483	4785	26314
15484	17548	16122
15485	12721	44175
15487	27856	22607
15493	44192	25781
15494	44705	36492
15497	21985	13042
15498	16393	42392
15500	43438	37170
15504	18855	43461
15507	19119	44016
15508	21670	25546
15509	27242	2786
15515	44257	32083
15516	31009	36775
15517	932	36471
15524	5652	19495
15527	6294	30208
15530	17625	6471
15531	31667	15927
15532	3153	7951
15534	32565	10857
15537	48958	37660
15538	48604	43979
15539	42341	6812
15540	45323	11147
15541	30844	49842
15543	12522	38598
15545	47146	48553
15546	42602	20384
15547	44356	7348
15548	15808	33562
15554	33919	7036
15556	8884	7583
15557	19385	22709
15558	32913	34733
15559	16900	3746
15560	17793	11362
15562	35564	24947
15564	30400	42110
15565	20077	20686
15569	32917	5789
15571	27720	13840
15578	21547	45074
15579	38158	415
15580	10131	40006
15582	29039	8768
15583	3768	39321
15584	11394	43255
15585	20808	1867
15588	3988	39364
15589	15204	10866
15590	18559	14761
15592	35215	44023
15597	27428	38858
15599	1837	8352
15600	39923	38656
15601	46789	3700
15604	40796	6475
15607	43230	26588
15608	2204	5382
15609	3565	8726
15610	49848	3492
15611	43263	7500
15614	37365	40342
15615	16406	28008
15617	40303	10693
15621	14399	1923
15624	42755	24231
15625	28834	18079
15630	4062	16615
15634	11569	30020
15637	4555	29766
15638	3505	8791
15639	35245	17606
15641	18782	16688
15644	5702	6612
15649	31560	3936
15651	20141	23709
15652	1683	14036
15653	4542	6730
15654	36482	2184
15655	12783	16432
15656	39281	42581
15657	27916	4769
15658	11269	9251
15660	39376	12367
15662	8723	34806
15665	29720	16484
15668	42716	40368
15672	3012	15470
15674	7307	45119
15675	32682	30003
15677	7854	24206
15680	7195	9164
15681	43845	11951
15684	48942	12533
15685	48735	12325
15687	8237	12682
15693	6697	26788
15698	20435	38358
15699	47685	24292
15700	46549	1868
15702	2550	747
15704	10263	1099
15707	19659	47625
15708	23159	35996
15709	34076	10116
15710	20699	46443
15712	45771	11347
15713	14539	12161
15714	4996	22170
15715	30386	7137
15716	34494	28456
15717	7556	48793
15719	17744	23217
15721	14087	33779
15722	7113	42323
15723	12309	33390
15726	36467	16277
15727	9842	23782
15728	1110	34426
15730	21658	13412
15733	16949	4576
15736	9697	1042
15741	16951	15028
15744	8144	16272
15746	44089	41509
15749	12738	39181
15750	7710	26637
15751	24444	44107
15757	28104	49641
15758	28195	43713
15759	885	46732
15760	26322	45241
15761	10170	27037
15763	31751	320
15764	20083	37246
15765	32432	17625
15766	22987	36732
15767	46036	29280
15771	9672	20519
15777	4754	19032
15778	7767	342
15779	4645	37128
15780	3128	38089
15781	48465	23585
15782	11537	31082
15783	1873	37186
15785	41649	27905
15787	22749	8646
15788	10253	47795
15789	19522	13813
15791	16284	36691
15793	37842	47357
15794	31607	23473
15795	25695	6499
15797	24073	22585
15799	10125	3148
15801	32189	18495
15802	7093	4429
15803	1669	42296
15805	20969	22870
15806	38398	8829
15807	10139	20859
15808	26239	16721
15810	29455	19763
15812	6550	37893
15813	40172	47995
15815	38897	37210
15817	2837	25
15823	6603	31454
15824	21618	23900
15825	7769	29791
15826	13929	9148
15827	31947	22442
15828	21113	2328
15829	38778	16022
15830	3956	7613
15831	4485	17211
15833	40031	37354
15834	49097	29674
15835	11807	6377
15838	26993	49500
15841	42494	25924
15842	22656	28128
15843	41727	31186
15844	21379	48687
15846	2712	3135
15848	18547	24758
15849	25894	27328
15851	42790	20833
15855	25197	35274
15857	33194	46928
15858	24088	32064
15859	27030	15155
15860	5094	25312
15861	19807	37269
15865	43158	31581
15867	22748	14062
15869	24491	29093
15871	18923	31496
15874	1428	13432
15877	45035	25554
15879	34808	5928
15880	761	9398
15883	49187	42817
15885	18811	38921
15886	27900	31643
15887	47154	33698
15888	8751	7838
15889	8573	9451
15892	27489	7787
15893	15117	7361
15894	30826	18364
15895	38750	42937
15896	38171	13422
15899	19358	39804
15902	35336	45004
15903	27377	24511
15904	36804	4017
15905	1445	24936
15912	25700	21837
15913	11997	40168
15916	1357	35269
15917	24926	3988
15923	12611	519
15924	16954	5772
15926	15154	9652
15930	5534	25690
15933	8082	26095
15935	28505	1872
15940	36951	40652
15942	26402	19473
15943	40767	15635
15944	9013	16581
15946	2415	32146
15947	4466	7119
15948	683	30639
15949	48001	37116
15950	19597	41072
15952	21644	10298
15953	19031	34681
15956	48190	39591
15957	5221	29205
15958	42667	23105
15959	18679	48083
15961	44602	31742
15962	4171	41543
15963	32081	15798
15965	6068	49473
15966	33284	13010
15967	45249	12561
15970	23436	41155
15971	7298	17973
15973	39189	40923
15977	10290	3892
15979	6797	32770
15981	10333	48072
15985	26312	1460
15991	11037	22435
15992	37974	3319
15993	32797	42439
15997	41020	3649
16001	28805	11582
16002	6700	47601
16003	22510	13277
16004	25500	19939
16006	6605	33652
16009	17183	9782
16010	17720	680
16012	43706	27945
16016	44895	32371
16018	38135	43828
16019	21629	43313
16020	46894	41783
16023	5330	10410
16024	49036	1981
16026	37608	37899
16027	15179	30985
16028	27269	37533
16029	26360	46
16033	27145	37860
16034	19460	39703
16035	17572	21633
16042	36343	42374
16047	24985	39324
16049	32762	49750
16051	26257	31307
16053	30960	49208
16055	30342	18299
16056	16735	44719
16059	30945	22552
16060	23534	18184
16061	21520	24108
16065	30923	9611
16066	40479	42759
16067	9016	14337
16068	11006	27644
16071	43257	49754
16074	39821	42788
16078	31046	33330
16079	32402	48990
16081	2296	16831
16082	47106	21039
16084	9170	1443
16087	43101	25361
16088	2089	34830
16089	44983	41655
16094	23571	40988
16095	2848	42103
16097	5034	42176
16099	25104	9240
16102	5677	34680
16106	16297	169
16107	27340	1132
16108	33105	35182
16109	1807	36812
16110	28946	31281
16111	16201	17000
16112	33030	23142
16113	27622	5966
16114	13887	10888
16116	4200	22475
16117	27605	33877
16118	1762	5461
16119	27923	2386
16122	10311	48999
16131	29464	39199
16132	45554	2170
16135	42984	21173
16137	34122	13824
16138	19261	4469
16142	7945	39522
16145	19490	18902
16147	35039	18960
16148	13624	44746
16149	13145	36762
16150	14063	8004
16152	28945	30298
16153	29460	8640
16155	40946	35317
16156	43583	30484
16157	35253	9967
16159	22674	7231
16164	34133	40715
16165	17450	18352
16167	14552	27449
16169	6783	241
16171	47877	44183
16172	8402	26259
16175	9534	2057
16176	14235	7761
16177	32215	28036
16178	11042	4625
16179	30816	22788
16180	9166	8400
16182	28312	19838
16184	13996	2690
16185	30909	43627
16194	41703	7310
16195	42644	37696
16196	35434	24199
16197	491	36366
16198	19254	9183
16199	25182	6788
16200	13803	48492
16202	29957	19881
16205	9936	29026
16206	3404	47260
16208	26020	44235
16209	31500	45015
16212	16925	25233
16215	46887	2752
16217	48133	22540
16221	2525	43952
16223	12745	9157
16229	14156	39718
16231	29852	4901
16234	1929	20898
16235	34268	6796
16236	6975	599
16237	8897	20166
16238	21104	29039
16243	41711	41794
16244	35499	1886
16245	24608	4002
16246	32853	32847
16247	33283	7317
16249	14372	37871
16250	21610	8379
16251	30329	9424
16252	37837	25932
16253	25143	48402
16254	10377	33627
16257	16185	6216
16260	32195	20524
16261	40492	16055
16262	28544	24376
16263	32295	34429
16265	44754	48042
16266	48522	5352
16267	40825	25711
16268	31198	19866
16270	27436	1146
16271	12864	35140
16272	10595	45007
16277	26843	5682
16278	10842	18229
16280	367	34711
16281	18582	22235
16283	38741	34929
16285	41808	3339
16286	20839	22318
16288	38339	47600
16289	29333	42986
16291	39431	38505
16293	26732	38325
16294	16050	49094
16298	10243	41349
16299	29567	42077
16300	34897	5530
16301	49409	14478
16302	30150	10400
16304	37800	21131
16305	49884	2621
16309	5919	10439
16311	7368	80
16314	2308	44966
16315	38575	48749
16317	29744	47224
16320	15900	34621
16321	40214	44340
16322	20836	15239
16323	48266	6006
16324	18685	11805
16325	20618	14853
16328	8710	43179
16330	3204	20095
16331	40249	25833
16338	20413	19280
16339	42101	45199
16341	27835	26360
16346	7662	47887
16347	39422	46423
16348	22865	49648
16349	16880	40594
16353	21426	11736
16358	25952	28682
16361	49902	2431
